G2V	RVS_T05750G45P00V000K2SNWNVRVSF	
8439.6643      8780.2676
10665	       1.0e-9
10670	       1.0e-9
10675	       1.0e-9
10680	       1.0e-9
10685	       1.0e-9
10690	       1.0e-9
10695	       1.0e-9
10700	       1.0e-9
10705	       1.0e-9
10710	       1.0e-9
10715	       1.0e-9
10720	       1.0e-9
10725	       1.0e-9
10730	       1.0e-9
10735	       1.0e-9
10740	       1.0e-9
10745	       1.0e-9
10750	       1.0e-9
10755	       1.0e-9
10760	       1.0e-9
10765	       1.0e-9
10770	       1.0e-9
10775	       1.0e-9
10780	       1.0e-9
10785	       1.0e-9
10790	       1.0e-9
10795	       1.0e-9
10800	       1.0e-9
10805	       1.0e-9
10810	       1.0e-9
10815	       1.0e-9
10820	       1.0e-9
10825	       1.0e-9
10830	       1.0e-9
10835	       1.0e-9
10840	       1.0e-9
10845	       1.0e-9
10850	       1.0e-9
10855	       1.0e-9
10860	       1.0e-9
10865	       1.0e-9
10870	       1.0e-9
10875	       1.0e-9
10880	       1.0e-9
10885	       1.0e-9
10890	       1.0e-9
10895	       1.0e-9
10900	       1.0e-9
10905	       1.0e-9
10910	       1.0e-9
10915	       1.0e-9
10920	       1.0e-9
10925	       1.0e-9
10930	       1.0e-9
10935	       1.0e-9
10940	       1.0e-9
10945	       1.0e-9
10950	       1.0e-9
10955	       1.0e-9
10960	       1.0e-9
10965	       1.0e-9
10970	       1.0e-9
10975	       1.0e-9
10980	       1.0e-9
10985	       1.0e-9
10990	       1.0e-9
10995	       1.0e-9
11000	       1.0e-9
11005	       1.0e-9
11010	       1.0e-9
11015	       1.0e-9
11020	       1.0e-9
11025	       1.0e-9
11030	       1.0e-9
11035	       1.0e-9
11040	       1.0e-9
11045	       1.0e-9
11050	       1.0e-9
11055	       1.0e-9
11060	       1.0e-9
11065	       1.0e-9
11070	       1.0e-9
11075	       1.0e-9
11080	       1.0e-9
11085	       1.0e-9
11090	       1.0e-9
11095	       1.0e-9
11100	       1.0e-9
11105	       1.0e-9
11110	       1.0e-9
11115	       1.0e-9
11120	       1.0e-9
11125	       1.0e-9
11130	       1.0e-9
11135	       1.0e-9
11140	       1.0e-9
11145	       1.0e-9
11150	       1.0e-9
11155	       1.0e-9
11160	       1.0e-9
11165	       1.0e-9
11170	       1.0e-9
11175	       1.0e-9
11180	       1.0e-9
11185	       1.0e-9
11190	       1.0e-9
11195	       1.0e-9
11200	       1.0e-9
11205	       1.0e-9
11210	       1.0e-9
11215	       1.0e-9
11220	       1.0e-9
11225	       1.0e-9
11230	       1.0e-9
11235	       1.0e-9
11240	       1.0e-9
11245	       1.0e-9
11250	       1.0e-9
11255	       1.0e-9
11260	       1.0e-9
11265	       1.0e-9
11270	       1.0e-9
11275	       1.0e-9
11280	       1.0e-9
11285	       1.0e-9
11290	       1.0e-9
11295	       1.0e-9
11300	       1.0e-9
11305	       1.0e-9
11310	       1.0e-9
11315	       1.0e-9
11320	       1.0e-9
11325	       1.0e-9
11330	       1.0e-9
11335	       1.0e-9
11340	       1.0e-9
11345	       1.0e-9
11350	       1.0e-9
11355	       1.0e-9
11360	       1.0e-9
11365	       1.0e-9
11370	       1.0e-9
11375	       1.0e-9
11380	       1.0e-9
11385	       1.0e-9
11390	       1.0e-9
11395	       1.0e-9
11400	       1.0e-9
11405	       1.0e-9
11410	       1.0e-9
11415	       1.0e-9
11420	       1.0e-9
11425	       1.0e-9
11430	       1.0e-9
11435	       1.0e-9
11440	       1.0e-9
11445	       1.0e-9
11450	       1.0e-9
11455	       1.0e-9
11460	       1.0e-9
11465	       1.0e-9
11470	       1.0e-9
11475	       1.0e-9
11480	       1.0e-9
11485	       1.0e-9
11490	       1.0e-9
11495	       1.0e-9
11500	       1.0e-9
11505	       1.0e-9
11510	       1.0e-9
11515	       1.0e-9
11520	       1.0e-9
11525	       1.0e-9
11530	       1.0e-9
11535	       1.0e-9
11540	       1.0e-9
11545	       1.0e-9
11550	       1.0e-9
11555	       1.0e-9
11560	       1.0e-9
11565	       1.0e-9
11570	       1.0e-9
11575	       1.0e-9
11580	       1.0e-9
11585	       1.0e-9
11590	       1.0e-9
11595	       1.0e-9
11600	       1.0e-9
11605	       1.0e-9
11610	       1.0e-9
11615	       1.0e-9
11620	       1.0e-9
11625	       1.0e-9
11630	       1.0e-9
11635	       1.0e-9
11640	       1.0e-9
11645	       1.0e-9
11650	       1.0e-9
11655	       1.0e-9
11660	       1.0e-9
11665	       1.0e-9
11670	       1.0e-9
11675	       1.0e-9
11680	       1.0e-9
11685	       1.0e-9
11690	       1.0e-9
11695	       1.0e-9
11700	       1.0e-9
11705	       1.0e-9
11710	       1.0e-9
11715	       1.0e-9
11720	       1.0e-9
11725	       1.0e-9
11730	       1.0e-9
11735	       1.0e-9
11740	       1.0e-9
11745	       1.0e-9
11750	       1.0e-9
11755	       1.0e-9
11760	       1.0e-9
11765	       1.0e-9
11770	       1.0e-9
11775	       1.0e-9
11780	       1.0e-9
11785	       1.0e-9
11790	       1.0e-9
11795	       1.0e-9
11800	       1.0e-9
11805	       1.0e-9
11810	       1.0e-9
11815	       1.0e-9
11820	       1.0e-9
11825	       1.0e-9
11830	       1.0e-9
11835	       1.0e-9
11840	       1.0e-9
11845	       1.0e-9
11850	       1.0e-9
11855	       1.0e-9
11860	       1.0e-9
11865	       1.0e-9
11870	       1.0e-9
11875	       1.0e-9
11880	       1.0e-9
11885	       1.0e-9
11890	       1.0e-9
11895	       1.0e-9
11900	       1.0e-9
11905	       1.0e-9
11910	       1.0e-9
11915	       1.0e-9
11920	       1.0e-9
11925	       1.0e-9
11930	       1.0e-9
11935	       1.0e-9
11940	       1.0e-9
11945	       1.0e-9
11950	       1.0e-9
11955	       1.0e-9
11960	       1.0e-9
11965	       1.0e-9
11970	       1.0e-9
11975	       1.0e-9
11980	       1.0e-9
11985	       1.0e-9
11990	       1.0e-9
11995	       1.0e-9
12000	       1.0e-9
12005	       1.0e-9
12010	       1.0e-9
12015	       1.0e-9
12020	       1.0e-9
12025	       1.0e-9
12030	       1.0e-9
12035	       1.0e-9
12040	       1.0e-9
12045	       1.0e-9
12050	       1.0e-9
12055	       1.0e-9
12060	       1.0e-9
12065	       1.0e-9
12070	       1.0e-9
12075	       1.0e-9
12080	       1.0e-9
12085	       1.0e-9
12090	       1.0e-9
12095	       1.0e-9
12100	       1.0e-9
12105	       1.0e-9
12110	       1.0e-9
12115	       1.0e-9
12120	       1.0e-9
12125	       1.0e-9
12130	       1.0e-9
12135	       1.0e-9
12140	       1.0e-9
12145	       1.0e-9
12150	       1.0e-9
12155	       1.0e-9
12160	       1.0e-9
12165	       1.0e-9
12170	       1.0e-9
12175	       1.0e-9
12180	       1.0e-9
12185	       1.0e-9
12190	       1.0e-9
12195	       1.0e-9
12200	       1.0e-9
12205	       1.0e-9
12210	       1.0e-9
12215	       1.0e-9
12220	       1.0e-9
12225	       1.0e-9
12230	       1.0e-9
12235	       1.0e-9
12240	       1.0e-9
12245	       1.0e-9
12250	       1.0e-9
12255	       1.0e-9
12260	       1.0e-9
12265	       1.0e-9
12270	       1.0e-9
12275	       1.0e-9
12280	       1.0e-9
12285	       1.0e-9
12290	       1.0e-9
12295	       1.0e-9
12300	       1.0e-9
12305	       1.0e-9
12310	       1.0e-9
12315	       1.0e-9
12320	       1.0e-9
12325	       1.0e-9
12330	       1.0e-9
12335	       1.0e-9
12340	       1.0e-9
12345	       1.0e-9
12350	       1.0e-9
12355	       1.0e-9
12360	       1.0e-9
12365	       1.0e-9
12370	       1.0e-9
12375	       1.0e-9
12380	       1.0e-9
12385	       1.0e-9
12390	       1.0e-9
12395	       1.0e-9
12400	       1.0e-9
12405	       1.0e-9
12410	       1.0e-9
12415	       1.0e-9
12420	       1.0e-9
12425	       1.0e-9
12430	       1.0e-9
12435	       1.0e-9
12440	       1.0e-9
12445	       1.0e-9
12450	       1.0e-9
12455	       1.0e-9
12460	       1.0e-9
12465	       1.0e-9
12470	       1.0e-9
12475	       1.0e-9
12480	       1.0e-9
12485	       1.0e-9
12490	       1.0e-9
12495	       1.0e-9
12500	       1.0e-9
12505	       1.0e-9
12510	       1.0e-9
12515	       1.0e-9
12520	       1.0e-9
12525	       1.0e-9
12530	       1.0e-9
12535	       1.0e-9
12540	       1.0e-9
12545	       1.0e-9
12550	       1.0e-9
12555	       1.0e-9
12560	       1.0e-9
12565	       1.0e-9
12570	       1.0e-9
12575	       1.0e-9
12580	       1.0e-9
12585	       1.0e-9
12590	       1.0e-9
12595	       1.0e-9
12600	       1.0e-9
12605	       1.0e-9
12610	       1.0e-9
12615	       1.0e-9
12620	       1.0e-9
12625	       1.0e-9
12630	       1.0e-9
12635	       1.0e-9
12640	       1.0e-9
12645	       1.0e-9
12650	       1.0e-9
12655	       1.0e-9
12660	       1.0e-9
12665	       1.0e-9
12670	       1.0e-9
12675	       1.0e-9
12680	       1.0e-9
12685	       1.0e-9
12690	       1.0e-9
12695	       1.0e-9
12700	       1.0e-9
12705	       1.0e-9
12710	       1.0e-9
12715	       1.0e-9
12720	       1.0e-9
12725	       1.0e-9
12730	       1.0e-9
12735	       1.0e-9
12740	       1.0e-9
12745	       1.0e-9
12750	       1.0e-9
12755	       1.0e-9
12760	       1.0e-9
12765	       1.0e-9
12770	       1.0e-9
12775	       1.0e-9
12780	       1.0e-9
12785	       1.0e-9
12790	       1.0e-9
12795	       1.0e-9
12800	       1.0e-9
12805	       1.0e-9
12810	       1.0e-9
12815	       1.0e-9
12820	       1.0e-9
12825	       1.0e-9
12830	       1.0e-9
12835	       1.0e-9
12840	       1.0e-9
12845	       1.0e-9
12850	       1.0e-9
12855	       1.0e-9
12860	       1.0e-9
12865	       1.0e-9
12870	       1.0e-9
12875	       1.0e-9
12880	       1.0e-9
12885	       1.0e-9
12890	       1.0e-9
12895	       1.0e-9
12900	       1.0e-9
12905	       1.0e-9
12910	       1.0e-9
12915	       1.0e-9
12920	       1.0e-9
12925	       1.0e-9
12930	       1.0e-9
12935	       1.0e-9
12940	       1.0e-9
12945	       1.0e-9
12950	       1.0e-9
12955	       1.0e-9
12960	       1.0e-9
12965	       1.0e-9
12970	       1.0e-9
12975	       1.0e-9
12980	       1.0e-9
12985	       1.0e-9
12990	       1.0e-9
12995	       1.0e-9
13000	       1.0e-9
13005	       1.0e-9
13010	       1.0e-9
13015	       1.0e-9
13020	       1.0e-9
13025	       1.0e-9
13030	       1.0e-9
13035	       1.0e-9
13040	       1.0e-9
13045	       1.0e-9
13050	       1.0e-9
13055	       1.0e-9
13060	       1.0e-9
13065	       1.0e-9
13070	       1.0e-9
13075	       1.0e-9
13080	       1.0e-9
13085	       1.0e-9
13090	       1.0e-9
13095	       1.0e-9
13100	       1.0e-9
13105	       1.0e-9
13110	       1.0e-9
13115	       1.0e-9
13120	       1.0e-9
13125	       1.0e-9
13130	       1.0e-9
13135	       1.0e-9
13140	       1.0e-9
13145	       1.0e-9
13150	       1.0e-9
13155	       1.0e-9
13160	       1.0e-9
13165	       1.0e-9
13170	       1.0e-9
13175	       1.0e-9
13180	       1.0e-9
13185	       1.0e-9
13190	       1.0e-9
13195	       1.0e-9
13200	       1.0e-9
13205	       1.0e-9
13210	       1.0e-9
13215	       1.0e-9
13220	       1.0e-9
13225	       1.0e-9
13230	       1.0e-9
13235	       1.0e-9
13240	       1.0e-9
13245	       1.0e-9
13250	       1.0e-9
13255	       1.0e-9
13260	       1.0e-9
13265	       1.0e-9
13270	       1.0e-9
13275	       1.0e-9
13280	       1.0e-9
13285	       1.0e-9
13290	       1.0e-9
13295	       1.0e-9
13300	       1.0e-9
13305	       1.0e-9
13310	       1.0e-9
13315	       1.0e-9
13320	       1.0e-9
13325	       1.0e-9
13330	       1.0e-9
13335	       1.0e-9
13340	       1.0e-9
13345	       1.0e-9
13350	       1.0e-9
13355	       1.0e-9
13360	       1.0e-9
13365	       1.0e-9
13370	       1.0e-9
13375	       1.0e-9
13380	       1.0e-9
13385	       1.0e-9
13390	       1.0e-9
13395	       1.0e-9
13400	       1.0e-9
13405	       1.0e-9
13410	       1.0e-9
13415	       1.0e-9
13420	       1.0e-9
13425	       1.0e-9
13430	       1.0e-9
13435	       1.0e-9
13440	       1.0e-9
13445	       1.0e-9
13450	       1.0e-9
13455	       1.0e-9
13460	       1.0e-9
13465	       1.0e-9
13470	       1.0e-9
13475	       1.0e-9
13480	       1.0e-9
13485	       1.0e-9
13490	       1.0e-9
13495	       1.0e-9
13500	       1.0e-9
13505	       1.0e-9
13510	       1.0e-9
13515	       1.0e-9
13520	       1.0e-9
13525	       1.0e-9
13530	       1.0e-9
13535	       1.0e-9
13540	       1.0e-9
13545	       1.0e-9
13550	       1.0e-9
13555	       1.0e-9
13560	       1.0e-9
13565	       1.0e-9
13570	       1.0e-9
13575	       1.0e-9
13580	       1.0e-9
13585	       1.0e-9
13590	       1.0e-9
13595	       1.0e-9
13600	       1.0e-9
13605	       1.0e-9
13610	       1.0e-9
13615	       1.0e-9
13620	       1.0e-9
13625	       1.0e-9
13630	       1.0e-9
13635	       1.0e-9
13640	       1.0e-9
13645	       1.0e-9
13650	       1.0e-9
13655	       1.0e-9
13660	       1.0e-9
13665	       1.0e-9
13670	       1.0e-9
13675	       1.0e-9
13680	       1.0e-9
13685	       1.0e-9
13690	       1.0e-9
13695	       1.0e-9
13700	       1.0e-9
13705	       1.0e-9
13710	       1.0e-9
13715	       1.0e-9
13720	       1.0e-9
13725	       1.0e-9
13730	       1.0e-9
13735	       1.0e-9
13740	       1.0e-9
13745	       1.0e-9
13750	       1.0e-9
13755	       1.0e-9
13760	       1.0e-9
13765	       1.0e-9
13770	       1.0e-9
13775	       1.0e-9
13780	       1.0e-9
13785	       1.0e-9
13790	       1.0e-9
13795	       1.0e-9
13800	       1.0e-9
13805	       1.0e-9
13810	       1.0e-9
13815	       1.0e-9
13820	       1.0e-9
13825	       1.0e-9
13830	       1.0e-9
13835	       1.0e-9
13840	       1.0e-9
13845	       1.0e-9
13850	       1.0e-9
13855	       1.0e-9
13860	       1.0e-9
13865	       1.0e-9
13870	       1.0e-9
13875	       1.0e-9
13880	       1.0e-9
13885	       1.0e-9
13890	       1.0e-9
13895	       1.0e-9
13900	       1.0e-9
13905	       1.0e-9
13910	       1.0e-9
13915	       1.0e-9
13920	       1.0e-9
13925	       1.0e-9
13930	       1.0e-9
13935	       1.0e-9
13940	       1.0e-9
13945	       1.0e-9
13950	       1.0e-9
13955	       1.0e-9
13960	       1.0e-9
13965	       1.0e-9
13970	       1.0e-9
13975	       1.0e-9
13980	       1.0e-9
13985	       1.0e-9
13990	       1.0e-9
13995	       1.0e-9
14000	       1.0e-9
14005	       1.0e-9
14010	       1.0e-9
14015	       1.0e-9
14020	       1.0e-9
14025	       1.0e-9
14030	       1.0e-9
14035	       1.0e-9
14040	       1.0e-9
14045	       1.0e-9
14050	       1.0e-9
14055	       1.0e-9
14060	       1.0e-9
14065	       1.0e-9
14070	       1.0e-9
14075	       1.0e-9
14080	       1.0e-9
14085	       1.0e-9
14090	       1.0e-9
14095	       1.0e-9
14100	       1.0e-9
14105	       1.0e-9
14110	       1.0e-9
14115	       1.0e-9
14120	       1.0e-9
14125	       1.0e-9
14130	       1.0e-9
14135	       1.0e-9
14140	       1.0e-9
14145	       1.0e-9
14150	       1.0e-9
14155	       1.0e-9
14160	       1.0e-9
14165	       1.0e-9
14170	       1.0e-9
14175	       1.0e-9
14180	       1.0e-9
14185	       1.0e-9
14190	       1.0e-9
14195	       1.0e-9
14200	       1.0e-9
14205	       1.0e-9
14210	       1.0e-9
14215	       1.0e-9
14220	       1.0e-9
14225	       1.0e-9
14230	       1.0e-9
14235	       1.0e-9
14240	       1.0e-9
14245	       1.0e-9
14250	       1.0e-9
14255	       1.0e-9
14260	       1.0e-9
14265	       1.0e-9
14270	       1.0e-9
14275	       1.0e-9
14280	       1.0e-9
14285	       1.0e-9
14290	       1.0e-9
14295	       1.0e-9
14300	       1.0e-9
14305	       1.0e-9
14310	       1.0e-9
14315	       1.0e-9
14320	       1.0e-9
14325	       1.0e-9
14330	       1.0e-9
14335	       1.0e-9
14340	       1.0e-9
14345	       1.0e-9
14350	       1.0e-9
14355	       1.0e-9
14360	       1.0e-9
14365	       1.0e-9
14370	       1.0e-9
14375	       1.0e-9
14380	       1.0e-9
14385	       1.0e-9
14390	       1.0e-9
14395	       1.0e-9
14400	       1.0e-9
14405	       1.0e-9
14410	       1.0e-9
14415	       1.0e-9
14420	       1.0e-9
14425	       1.0e-9
14430	       1.0e-9
14435	       1.0e-9
14440	       1.0e-9
14445	       1.0e-9
14450	       1.0e-9
14455	       1.0e-9
14460	       1.0e-9
14465	       1.0e-9
14470	       1.0e-9
14475	       1.0e-9
14480	       1.0e-9
14485	       1.0e-9
14490	       1.0e-9
14495	       1.0e-9
14500	       1.0e-9
14505	       1.0e-9
14510	       1.0e-9
14515	       1.0e-9
14520	       1.0e-9
14525	       1.0e-9
14530	       1.0e-9
14535	       1.0e-9
14540	       1.0e-9
14545	       1.0e-9
14550	       1.0e-9
14555	       1.0e-9
14560	       1.0e-9
14565	       1.0e-9
14570	       1.0e-9
14575	       1.0e-9
14580	       1.0e-9
14585	       1.0e-9
14590	       1.0e-9
14595	       1.0e-9
14600	       1.0e-9
14605	       1.0e-9
14610	       1.0e-9
14615	       1.0e-9
14620	       1.0e-9
14625	       1.0e-9
14630	       1.0e-9
14635	       1.0e-9
14640	       1.0e-9
14645	       1.0e-9
14650	       1.0e-9
14655	       1.0e-9
14660	       1.0e-9
14665	       1.0e-9
14670	       1.0e-9
14675	       1.0e-9
14680	       1.0e-9
14685	       1.0e-9
14690	       1.0e-9
14695	       1.0e-9
14700	       1.0e-9
14705	       1.0e-9
14710	       1.0e-9
14715	       1.0e-9
14720	       1.0e-9
14725	       1.0e-9
14730	       1.0e-9
14735	       1.0e-9
14740	       1.0e-9
14745	       1.0e-9
14750	       1.0e-9
14755	       1.0e-9
14760	       1.0e-9
14765	       1.0e-9
14770	       1.0e-9
14775	       1.0e-9
14780	       1.0e-9
14785	       1.0e-9
14790	       1.0e-9
14795	       1.0e-9
14800	       1.0e-9
14805	       1.0e-9
14810	       1.0e-9
14815	       1.0e-9
14820	       1.0e-9
14825	       1.0e-9
14830	       1.0e-9
14835	       1.0e-9
14840	       1.0e-9
14845	       1.0e-9
14850	       1.0e-9
14855	       1.0e-9
14860	       1.0e-9
14865	       1.0e-9
14870	       1.0e-9
14875	       1.0e-9
14880	       1.0e-9
14885	       1.0e-9
14890	       1.0e-9
14895	       1.0e-9
14900	       1.0e-9
14905	       1.0e-9
14910	       1.0e-9
14915	       1.0e-9
14920	       1.0e-9
14925	       1.0e-9
14930	       1.0e-9
14935	       1.0e-9
14940	       1.0e-9
14945	       1.0e-9
14950	       1.0e-9
14955	       1.0e-9
14960	       1.0e-9
14965	       1.0e-9
14970	       1.0e-9
14975	       1.0e-9
14980	       1.0e-9
14985	       1.0e-9
14990	       1.0e-9
14995	       1.0e-9
15000	       1.0e-9
